10/23/22 01:52; Information about Hufflepuff
10/23/22 01:53; Information about Hufflepuff
10/23/22 01:53; Information about Ravenclaw
10/23/22 01:53; Information about Ravenclaw
10/23/22 01:54; Information about Slytherin
10/23/22 01:55; Information about Slytherin
10/23/22 02:38; Addition a new student
10/23/22 02:38; Information about students
10/23/22 02:38; Information about faculties
10/23/22 02:45; Information about faculties
10/23/22 02:45; Information about teachers
10/23/22 02:46; Information about teachers
10/23/22 02:54; Information about teachers
10/23/22 02:55; Information about faculties
10/23/22 02:55; Information about Slytherin
10/23/22 03:01; Information about faculties
10/23/22 03:01; Information about Gryffindor
10/23/22 03:02; Information about faculties
10/23/22 03:02; Information about Ravenclaw
10/23/22 03:02; Information about faculties
10/23/22 03:02; Information about Gryffindor
10/23/22 03:03; Invalid value entered
10/23/22 03:03; Invalid value entered
10/23/22 03:03; Information about faculties
10/23/22 03:03; Information about Ravenclaw
10/23/22 03:04; Information about faculties
10/23/22 03:04; Information about Hufflepuff
10/23/22 03:04; Information about faculties
10/23/22 03:04; Information about Ravenclaw
10/23/22 03:04; Information about faculties
10/23/22 03:04; Information about Slytherin
10/23/22 03:05; Invalid value entered
10/23/22 03:05; Information about faculties
10/23/22 03:05; Invalid value entered
10/23/22 03:08; Information about teachers
10/23/22 03:12; Information about students
10/23/22 03:13; Information about students
10/23/22 03:14; Information about students
10/23/22 03:16; Information about teachers
10/23/22 03:17; Invalid value entered
10/23/22 03:17; Information about students
10/23/22 03:25; Information about faculties
10/23/22 03:25; Information about Ravenclaw
10/23/22 03:25; Information about teachers
